Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
CASH,3,4,62.38999939,239.9600067,Advance shipping,0,17,Cleats,Wayne,EE. UU.,XXXXXXXXX,Nathan,2589,Taylor,XXXXXXXXX,Consumer,NJ,923 Tawny Estates,7470.0,4,Apparel,40.95141602,-74.22407532,Europe,Alphen aan den Rijn,Países Bajos,2589,8/4/2015 2:40,14737,365,0.0,0.0,36874,59.99000168,0.25999999,4,239.9600067,239.9600067,62.38999939,Western Europe,Holanda Meridional,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/7/2015 2:40,Standard Class
DEBIT,5,2,-4.690000057,187.4299927,Late delivery,1,46,Indoor/Outdoor Games,Broken Arrow,EE. UU.,XXXXXXXXX,Mary,9993,Scott,XXXXXXXXX,Corporate,OK,4148 Round Parkway,74012.0,7,Fan Shop,36.03966141,-95.80953217,LATAM,Santiago de los Caballeros,República Dominicana,9993,1/3/2015 5:36,154,1014,62.47999954,0.25,364,49.97999954,-0.029999999,5,249.8999939,187.4299927,-4.690000057,Caribbean,Santiago de Chile,ON_HOLD,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/8/2015 5:36,Second Class
DEBIT,3,2,-30.70000076,38.38000107,Late delivery,1,36,Golf Balls,Ontario,EE. UU.,XXXXXXXXX,Ronald,3846,Lewis,XXXXXXXXX,Home Office,CA,2513 Round Butterfly Grove,91764.0,6,Outdoors,34.07656479,-117.61409,USCA,San Gabriel,Estados Unidos,3846,6/4/2016 17:08,35672,804,1.600000024,0.039999999,89092,19.98999977,-0.800000012,2,39.97999954,38.38000107,-30.70000076,West of USA ,California,COMPLETE,91776.0,804,36,,http://images.acmesports.sports/Glove+It+Women%27s+Imperial+Golf+Glove,Glove It Women's Imperial Golf Glove,19.98999977,0,6/7/2016 17:08,Second Class
TRANSFER,5,4,6.0,157.8000031,Late delivery,1,67,DVDs,Caguas,Puerto Rico,XXXXXXXXX,Camilla,15012,King,XXXXXXXXX,Home Office,PR,1792 High By-pass,725.0,9,Discs Shop,18.29178238,-66.03705597,Europe,Bari,Italia,15012,11/9/2017 2:55,71459,1354,6.579999924,0.039999999,174774,164.3800049,0.039999999,1,164.3800049,157.8000031,6.0,Southern Europe,Apulia,PENDING,,1354,67,,http://images.acmesports.sports/DVDs,DVDs ,164.3800049,0,11/14/2017 2:55,Standard Class
TRANSFER,3,2,17.60000038,175.9900055,Late delivery,1,48,Water Sports,Orlando,EE. UU.,XXXXXXXXX,Tammy,7327,Hood,XXXXXXXXX,Consumer,FL,5406 Misty Timber End,32822.0,7,Fan Shop,28.48579979,-81.30467224,LATAM,Choloma,Honduras,7327,3/23/2017 17:46,55677,1073,24.0,0.119999997,139262,199.9900055,0.100000001,1,199.9900055,175.9900055,17.60000038,Central America,Cortés,PROCESSING,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,3/26/2017 17:46,Second Class
TRANSFER,3,2,6.929999828,20.48999977,Late delivery,1,40,Accessories,San Ramon,EE. UU.,XXXXXXXXX,Mary,11878,Smith,XXXXXXXXX,Home Office,CA,6001 Merry Street,94583.0,6,Outdoors,37.77399063,-121.966629,Europe,Tallaght,Irlanda,11878,9/15/2015 12:25,17642,906,4.5,0.180000007,44091,24.98999977,0.340000004,1,24.98999977,20.48999977,6.929999828,Northern Europe,Dublín del Sur,PENDING,,906,40,,http://images.acmesports.sports/Team+Golf+Tennessee+Volunteers+Putter+Grip,Team Golf Tennessee Volunteers Putter Grip,24.98999977,0,9/18/2015 12:25,Second Class
DEBIT,3,4,39.93000031,124.7900009,Advance shipping,0,18,Men's Footwear,Billings,EE. UU.,XXXXXXXXX,Mary,3114,Briggs,XXXXXXXXX,Consumer,MT,5292 Heather Close,59102.0,4,Apparel,45.67351914,-108.4880753,LATAM,Panama City,Panamá,3114,4/3/2015 3:01,6312,403,5.199999809,0.039999999,15796,129.9900055,0.319999993,1,129.9900055,124.7900009,39.93000031,Central America,Panamá,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/6/2015 3:01,Standard Class
TRANSFER,5,4,18.60000038,299.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,73,Smith,XXXXXXXXX,Home Office,PR,8247 Little Cider Close,725.0,4,Apparel,18.22758865,-66.0435791,Europe,Paris,Francia,73,10/5/2015 11:20,19009,365,0.0,0.0,47519,59.99000168,0.059999999,5,299.9500122,299.9500122,18.60000038,Western Europe,Isla de Francia,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/10/2015 11:20,Standard Class
TRANSFER,5,2,9.369999886,187.4299927,Late delivery,1,46,Indoor/Outdoor Games,Houston,EE. UU.,XXXXXXXXX,Barbara,3138,Nelson,XXXXXXXXX,Consumer,TX,6640 Golden Avenue,77036.0,7,Fan Shop,29.71482086,-95.51293945,LATAM,León,Nicaragua,3138,3/30/2017 9:53,56134,1014,62.47999954,0.25,140390,49.97999954,0.050000001,5,249.8999939,187.4299927,9.369999886,Central America,León,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/4/2017 9:53,Second Class
TRANSFER,3,4,16.0,63.97999954,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Catherine,5207,Erickson,XXXXXXXXX,Corporate,PR,5840 Pleasant Link,725.0,5,Golf,18.29409218,-66.37052155,LATAM,Indaial,Brasil,5207,5/29/2015 14:51,10182,627,16.0,0.200000003,25452,39.99000168,0.25,2,79.98000336,63.97999954,16.0,South America,Santa Catarina,PROCESSING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,6/1/2015 14:51,Standard Class
DEBIT,5,4,33.90000153,299.9899902,Late delivery,1,10,Strength Training,Long Beach,EE. UU.,XXXXXXXXX,Wayne,12053,Mcclure,XXXXXXXXX,Corporate,CA,100 Jagged Cloud Pathway,90805.0,3,Footwear,33.76839829,-118.1887589,Europe,Olivet,Francia,12053,9/19/2017 18:13,68009,203,100.0,0.25,170023,399.9899902,0.109999999,1,399.9899902,299.9899902,33.90000153,Western Europe,Centro-Valle de Loira,COMPLETE,,203,10,,http://images.acmesports.sports/GoPro+HERO3%2B+Black+Edition+Camera,GoPro HERO3+ Black Edition Camera,399.9899902,0,9/24/2017 18:13,Standard Class
CASH,6,4,10.80000019,107.9800034,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Betty,1981,Romero,XXXXXXXXX,Corporate,PR,7694 Burning Towers,725.0,4,Apparel,18.22323036,-66.37060547,Pacific Asia,Manila,Filipinas,1981,12/5/2015 8:38,23180,365,12.0,0.100000001,58025,59.99000168,0.100000001,2,119.9800034,107.9800034,10.80000019,Southeast Asia,Capital Nacional,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/11/2015 8:38,Standard Class
DEBIT,5,4,42.90000153,132.0,Late delivery,1,24,Women's Apparel,Apex,EE. UU.,XXXXXXXXX,Mary,7249,Luna,XXXXXXXXX,Corporate,NC,2586 High Log Autoroute,27502.0,5,Golf,35.77445984,-78.9607544,USCA,Chicago,Estados Unidos,7249,8/3/2016 7:14,39754,502,18.0,0.119999997,99193,50.0,0.330000013,3,150.0,132.0,42.90000153,US Center ,Illinois,COMPLETE,60653.0,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,8/8/2016 7:14,Standard Class
TRANSFER,5,4,-66.87999725,484.6499939,Late delivery,1,68,Garden,Carlsbad,EE. UU.,XXXXXXXXX,Simone,15567,Mullen,XXXXXXXXX,Corporate,CA,3358 Middle Ridge,92009.0,6,Outdoors,33.0895195,-117.2552032,Pacific Asia,Shanghái,China,15567,11/17/2017 5:21,72014,1355,47.93000031,0.090000004,175329,532.5800171,-0.140000001,1,532.5800171,484.6499939,-66.87999725,Eastern Asia,Shanghái,PENDING,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,11/22/2017 5:21,Standard Class
PAYMENT,3,4,85.02999878,188.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Christine,4051,Barrera,XXXXXXXXX,Corporate,PR,872 Quaking Bluff Freeway,725.0,5,Golf,18.25281525,-66.37056732,LATAM,Santa Ana,El Salvador,4051,5/17/2017 2:48,59402,627,11.0,0.059999999,148715,39.99000168,0.449999988,5,199.9499969,188.9499969,85.02999878,Central America,Santa Ana,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,5/20/2017 2:48,Standard Class
DEBIT,6,4,69.73000336,185.9499969,Late delivery,1,29,Shop By Sport,Richmond,EE. UU.,XXXXXXXXX,Mary,6229,Smith,XXXXXXXXX,Corporate,IN,8341 Stony Avenue,47374.0,5,Golf,39.94900513,-84.83090973,LATAM,Castanhal,Brasil,6229,3/31/2017 5:30,56190,627,14.0,0.07,140543,39.99000168,0.379999995,5,199.9499969,185.9499969,69.73000336,South America,Pará,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/6/2017 5:30,Standard Class
DEBIT,3,2,34.86000061,139.4400024,Late delivery,1,46,Indoor/Outdoor Games,Greenville,EE. UU.,XXXXXXXXX,Margaret,6166,Smith,XXXXXXXXX,Home Office,NC,1082 High Via,27834.0,7,Fan Shop,35.68597794,-77.32643127,Europe,Erlangen,Alemania,6166,10/20/2015 2:44,20012,1014,10.5,0.07,50031,49.97999954,0.25,3,149.9400024,139.4400024,34.86000061,Western Europe,Bavaria,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,10/23/2015 2:44,Second Class
PAYMENT,2,1,13.77999973,165.9900055,Late delivery,1,48,Water Sports,Chicago,EE. UU.,XXXXXXXXX,Joan,435,Barr,XXXXXXXXX,Consumer,IL,3237 Fallen Panda Isle,60628.0,7,Fan Shop,41.8955307,-87.71033478,USCA,Houston,Estados Unidos,435,7/29/2016 10:55,39422,1073,34.0,0.170000002,98422,199.9900055,0.079999998,1,199.9900055,165.9900055,13.77999973,US Center ,Texas,PENDING_PAYMENT,77070.0,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,7/31/2016 10:55,First Class
DEBIT,6,4,2.339999914,37.18000031,Late delivery,1,36,Golf Balls,Caguas,Puerto Rico,XXXXXXXXX,Katherine,5828,Oconnell,XXXXXXXXX,Consumer,PR,2127 Middle Goose Mews,725.0,6,Outdoors,18.21101761,-66.37052918,Pacific Asia,Sanandaj,Irán,5828,10/19/2016 19:55,45065,804,2.799999952,0.07,112525,19.98999977,0.059999999,2,39.97999954,37.18000031,2.339999914,South Asia,Kurdistán,COMPLETE,,804,36,,http://images.acmesports.sports/Glove+It+Women%27s+Imperial+Golf+Glove,Glove It Women's Imperial Golf Glove,19.98999977,0,10/25/2016 19:55,Standard Class
TRANSFER,4,4,0.0,33.18999863,Shipping on time,0,29,Shop By Sport,Tucson,EE. UU.,XXXXXXXXX,Walter,4273,Osborne,XXXXXXXXX,Home Office,AZ,4839 Red Apple Arbor,85713.0,5,Golf,32.19872284,-110.9685822,Europe,Zhytómyr,Ucrania,4273,1/7/2017 12:06,50523,627,6.800000191,0.170000002,126245,39.99000168,0.0,1,39.99000168,33.18999863,0.0,Eastern Europe,Zhytómyr,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/11/2017 12:06,Standard Class
DEBIT,4,4,18.42000008,56.68999863,Shipping on time,0,17,Cleats,Greenville,EE. UU.,XXXXXXXXX,Mary,4060,Smith,XXXXXXXXX,Consumer,NC,1658 Emerald Pony Green,27858.0,4,Apparel,35.57654572,-77.35910797,Africa,Luanda,Angola,4060,11/7/2016 9:54,46338,365,3.299999952,0.059999999,115854,59.99000168,0.330000013,1,59.99000168,56.68999863,18.42000008,Central Africa,Luanda,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/11/2016 9:54,Standard Class
CASH,5,4,178.5899963,379.980011,Late delivery,1,45,Fishing,Bayamon,Puerto Rico,XXXXXXXXX,Mary,9605,Smith,XXXXXXXXX,Corporate,PR,7811 Quiet Goose Autoroute,957.0,7,Fan Shop,18.38011932,-66.18312836,LATAM,Santo Domingo,República Dominicana,9605,3/4/2015 17:46,4299,1004,20.0,0.050000001,10768,399.980011,0.469999999,1,399.980011,379.980011,178.5899963,Caribbean,Santo Domingo,CLOSED,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,3/9/2015 17:46,Standard Class
TRANSFER,3,2,172.7899933,359.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Robert,2740,Williams,XXXXXXXXX,Corporate,PR,503 Clear Robin Beach,725.0,7,Fan Shop,18.20379448,-66.3706131,LATAM,Bridgetown,Barbados,2740,5/7/2015 10:20,8662,1004,40.0,0.100000001,21629,399.980011,0.479999989,1,399.980011,359.980011,172.7899933,Caribbean,San Miguel,PENDING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,5/10/2015 10:20,Second Class
DEBIT,1,0,-85.54000092,363.980011,Late delivery,1,45,Fishing,Chicago,EE. UU.,XXXXXXXXX,Mary,9542,Smith,XXXXXXXXX,Corporate,IL,7112 Cozy Highway,60634.0,7,Fan Shop,41.95278931,-87.80412293,Europe,Salzburgo,Austria,9542,9/14/2017 15:57,67660,1004,36.0,0.090000004,169162,399.980011,-0.239999995,1,399.980011,363.980011,-85.54000092,Western Europe,Salzburgo,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,9/15/2017 3:57,Same Day
TRANSFER,4,2,9.409999847,149.3800049,Late delivery,1,17,Cleats,Richmond,EE. UU.,XXXXXXXXX,Deborah,396,Smith,XXXXXXXXX,Consumer,TX,7388 Dusty Fox Acres,77469.0,4,Apparel,31.89647102,-106.4288101,USCA,New York City,Estados Unidos,396,5/29/2016 9:05,35238,365,30.59000015,0.170000002,88009,59.99000168,0.059999999,3,179.9700012,149.3800049,9.409999847,East of USA,Nueva York,PENDING,10024.0,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,6/2/2016 9:05,Second Class
DEBIT,2,1,5.25,37.49000168,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Brittany,3496,Holmes,XXXXXXXXX,Consumer,PR,9015 High Hills Field,725.0,7,Fan Shop,18.26084709,-66.37058258,Europe,Nice,Francia,3496,6/27/2017 3:17,62212,1014,12.5,0.25,155553,49.97999954,0.140000001,1,49.97999954,37.49000168,5.25,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,6/29/2017 3:17,First Class
DEBIT,0,0,27.38999939,83.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,4406,Smith,XXXXXXXXX,Corporate,PR,9299 Grand Branch Route,725.0,5,Golf,18.26360703,-66.37056732,Europe,Dortmund,Alemania,4406,9/17/2017 0:43,67822,502,17.0,0.170000002,169565,50.0,0.330000013,2,100.0,83.0,27.38999939,Western Europe,Renania del Norte-Westfalia,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,9/17/2017 12:43,Same Day
DEBIT,4,4,3.319999933,33.18999863,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Emma,760,Rivas,XXXXXXXXX,Consumer,PR,5763 Green Crossing,725.0,5,Golf,18.22582817,-66.04534912,Europe,Estocolmo,Suecia,760,7/21/2015 11:27,13803,627,6.800000191,0.170000002,34576,39.99000168,0.100000001,1,39.99000168,33.18999863,3.319999933,Northern Europe,Estocolmo,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,7/25/2015 11:27,Standard Class
PAYMENT,3,4,186.2299957,387.980011,Advance shipping,0,45,Fishing,Moreno Valley,EE. UU.,XXXXXXXXX,Mary,11422,Jones,XXXXXXXXX,Home Office,CA,4545 Dewy Apple Concession,92557.0,7,Fan Shop,33.94717026,-117.253624,USCA,San Francisco,Estados Unidos,11422,4/7/2016 4:15,31662,1004,12.0,0.029999999,79127,399.980011,0.479999989,1,399.980011,387.980011,186.2299957,West of USA ,California,PENDING_PAYMENT,94109.0,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,4/10/2016 4:15,Standard Class
TRANSFER,3,2,38.52999878,113.9800034,Late delivery,1,17,Cleats,Salina,EE. UU.,XXXXXXXXX,Joyce,2147,Smith,XXXXXXXXX,Home Office,KS,8153 Sunny Bluff Grove,67401.0,4,Apparel,38.78660202,-97.78347015,Europe,Sofia,Bulgaria,2147,12/2/2016 12:09,48057,365,6.0,0.050000001,120170,59.99000168,0.340000004,2,119.9800034,113.9800034,38.52999878,Eastern Europe,Sofía-Ciudad,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/5/2016 12:09,Second Class
DEBIT,2,2,31.43000031,120.8899994,Shipping on time,0,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Mary,11711,Park,XXXXXXXXX,Home Office,IL,1811 Harvest Deer Cove,60619.0,4,Apparel,41.89569092,-87.67263794,Pacific Asia,Karaman,Turquía,11711,1/11/2017 15:15,50806,403,9.100000381,0.07,126963,129.9900055,0.25999999,1,129.9900055,120.8899994,31.43000031,West Asia,Karaman,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/13/2017 15:15,Second Class
DEBIT,6,4,0.0,284.980011,Late delivery,1,43,Camping & Hiking,Pompano Beach,EE. UU.,XXXXXXXXX,Mark,10222,Reyes,XXXXXXXXX,Consumer,FL,1995 Burning Fox Mountain,33068.0,7,Fan Shop,26.21472931,-80.23004913,LATAM,Jacobina,Brasil,10222,5/30/2015 7:40,10230,957,15.0,0.050000001,25577,299.980011,0.0,1,299.980011,284.980011,0.0,South America,Bahía,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,6/5/2015 7:40,Standard Class
TRANSFER,1,0,39.20000076,391.9599915,Late delivery,1,9,Cardio Equipment,Houston,EE. UU.,XXXXXXXXX,Christina,248,Walsh,XXXXXXXXX,Corporate,TX,3836 Stony Point,77083.0,3,Footwear,26.19818115,-98.24855042,Africa,Kano,Nigeria,248,10/14/2016 22:33,44730,191,8.0,0.02,111720,99.98999786,0.100000001,4,399.9599915,391.9599915,39.20000076,West Africa,Kano,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/15/2016 10:33,Same Day
PAYMENT,4,4,123.4899979,379.980011,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Mary,7337,Smith,XXXXXXXXX,Corporate,PR,4421 Cinder Ramp,725.0,7,Fan Shop,18.28408623,-66.37055969,USCA,Philadelphia,Estados Unidos,7337,7/19/2016 4:17,38718,1004,20.0,0.050000001,96663,399.980011,0.330000013,1,399.980011,379.980011,123.4899979,East of USA,Pensilvania,PENDING_PAYMENT,19134.0,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,7/23/2016 4:17,Standard Class
TRANSFER,6,4,72.52999878,241.75,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Judith,6900,Pham,XXXXXXXXX,Consumer,PR,2577 Dewy Apple Abbey,725.0,6,Outdoors,18.21850586,-66.37052918,Africa,Algiers,Argelia,6900,12/8/2016 16:21,48480,823,18.20000076,0.07,121255,51.99000168,0.300000012,5,259.9500122,241.75,72.52999878,North Africa,Alger,PENDING,,823,37,,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1x High Numbers Personalized Go,51.99000168,0,12/14/2016 16:21,Standard Class
DEBIT,2,4,6.909999847,38.38999939,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Johnny,11999,Smith,XXXXXXXXX,Consumer,PR,4729 Quiet Dale Limits,725.0,5,Golf,18.26225281,-66.37060547,LATAM,Salvador,Brasil,11999,1/5/2015 9:06,301,627,1.600000024,0.039999999,755,39.99000168,0.180000007,1,39.99000168,38.38999939,6.909999847,South America,Bahía,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/7/2015 9:06,Standard Class
TRANSFER,4,2,-19.12999916,42.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Nicole,2979,Smith,XXXXXXXXX,Consumer,PR,8361 Jagged By-pass,725.0,5,Golf,18.23530388,-66.37060547,LATAM,Lima,Perú,2979,1/6/2015 5:04,358,502,7.5,0.150000006,891,50.0,-0.449999988,1,50.0,42.5,-19.12999916,South America,Lima (ciudad),PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/10/2015 5:04,Second Class
DEBIT,2,1,-162.3200073,98.37999725,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,9572,Nelson,XXXXXXXXX,Consumer,PR,1804 Shady Maze,725.0,5,Golf,18.26647568,-66.37058258,LATAM,Puente Alto,Chile,9572,1/27/2015 6:16,1800,627,21.59000015,0.180000007,4502,39.99000168,-1.649999976,3,119.9700012,98.37999725,-162.3200073,South America,Santiago de Chile,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/29/2015 6:16,First Class
PAYMENT,2,4,40.88999939,191.9900055,Advance shipping,0,48,Water Sports,Middletown,EE. UU.,XXXXXXXXX,Mary,6934,Ellis,XXXXXXXXX,Corporate,OH,379 Dusty Autoroute,45044.0,7,Fan Shop,39.51057816,-84.4030838,LATAM,Campeche,México,6934,3/14/2015 21:58,4996,1073,8.0,0.039999999,12511,199.9900055,0.209999993,1,199.9900055,191.9900055,40.88999939,Central America,Campeche,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,3/16/2015 21:58,Standard Class
CASH,6,4,-55.34999847,237.5700073,Late delivery,1,38,Kids' Golf Clubs,Caguas,Puerto Rico,XXXXXXXXX,Eric,5568,Smith,XXXXXXXXX,Home Office,PR,7929 Red Island Bay,725.0,6,Outdoors,18.2519722,-66.37062073,Europe,Rotterdam,Países Bajos,5568,6/20/2017 2:25,61730,306,32.40000153,0.119999997,154321,89.98999786,-0.230000004,3,269.9700012,237.5700073,-55.34999847,Western Europe,Holanda Meridional,CLOSED,,306,38,,http://images.acmesports.sports/Polar+FT4+Heart+Rate+Monitor,Polar FT4 Heart Rate Monitor,89.98999786,0,6/26/2017 2:25,Standard Class
PAYMENT,2,4,25.92000008,161.9700012,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Sarah,7398,Franklin,XXXXXXXXX,Home Office,PR,5468 Pleasant Thicket,725.0,4,Apparel,18.28757286,-66.37056732,LATAM,Santo Domingo,República Dominicana,7398,4/28/2015 1:45,8021,365,18.0,0.100000001,20042,59.99000168,0.159999996,3,179.9700012,161.9700012,25.92000008,Caribbean,Santo Domingo,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/30/2015 1:45,Standard Class
CASH,4,4,29.25,116.9899979,Shipping on time,0,18,Men's Footwear,Fort Lauderdale,EE. UU.,XXXXXXXXX,Matthew,4915,Juarez,XXXXXXXXX,Corporate,FL,5002 High Bank,33324.0,4,Apparel,26.0984993,-80.27095032,Europe,Marseille,Francia,4915,9/6/2017 21:34,67128,403,13.0,0.100000001,167794,129.9900055,0.25,1,129.9900055,116.9899979,29.25,Western Europe,Provenza-Alpes-Costa Azul,CLOSED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/10/2017 21:34,Standard Class
